SVt	SV	Vt	V	SSVt	SSV	PSSVt	PSSV
16.8833	252293	-	-	24.9333	53596.6	18.8	52150.6
16.9167	252282	-	-	25	53590.8	18.85	52072.2
16.95	252269	-	-	25.05	53586.5	18.9	52049.5
16.9833	252291	-	-	25.1	53583.3	18.9333	52036.8
17.0333	252004	-	-	25.1667	53577.7	18.9833	52036
17.0667	251996	-	-	25.2167	53499.4	19.0167	52034.9
17.1	251986	-	-	25.2833	53413.4	19.0667	52044
17.15	252008	-	-	25.3333	53399.8	19.1167	52049.9
17.1833	251925	-	-	25.3833	53396	19.15	52032.6
17.2167	251772	-	-	25.45	53383.7	19.2	52034.8
17.2667	250903	-	-	25.5	53383	19.2333	52036.2
17.3	250709	-	-	25.55	53376.4	19.2667	52027.3
17.3333	250598	-	-	25.6167	53362.9	19.3167	51980.5
17.3833	250523	-	-	25.6667	53359.4	19.3667	51961.8
17.4167	250449	-	-	25.7167	53357	19.4	51954.7
17.45	250469	-	-	25.8	53271	19.45	51923.9
17.5	250113	-	-	25.85	53263.5	19.4833	51838.2
17.5333	250085	-	-	25.9167	53257.3	19.5333	51841.6
17.5667	249780	-	-	25.9667	53256	19.5833	51842.4
17.6	249803	-	-	26.0167	53254	19.6167	51672.6
17.65	249824	-	-	26.0833	53248.1	19.6667	51663.5
17.6833	249841	-	-	26.1333	53232.6	19.7167	51668.3
17.7167	249863	-	-	26.1833	53225.9	19.75	51672.1
17.7667	249828	-	-	26.25	53215.1	19.8	51652.5
17.8	249682	-	-	26.3	53225.2	19.8333	51648.1
17.8333	249661	-	-	26.3667	53224.7	19.8833	51629.4
17.8833	249672	-	-	26.4167	53230	19.9167	51631.3
17.9167	249511	-	-	26.4667	53144.6	19.95	51544.2
17.95	249392	-	-	26.5333	53128.8	20	51476.9
18	249290	-	-	26.5833	53124.1	20.05	51473
18.0333	249200	-	-	26.6333	53126.1	20.0833	51474
18.0667	248976	-	-	26.7	53108.7	20.1167	51445.9
18.1167	248780	-	-	26.75	53109.2	20.1667	51431.8
18.15	248791	-	-	26.8	53114.1	20.2167	51364.3
18.1833	248654	-	-	26.8833	53112.9	20.25	51368.7
18.2333	248665	-	-	26.9333	53088.9	20.3	51371.3
18.2667	248573	-	-	27	53074.2	20.3333	51355.7
18.3	248388	-	-	27.05	53038.7	20.3833	51345.4
18.3333	248212	-	-	27.1	53032.5	20.4167	51311.9
18.3833	248123	-	-	27.1667	53016	20.4667	51311.9
18.4167	248133	-	-	27.2167	52990.4	20.5167	51308.9
18.45	245623	-	-	27.2667	52971.1	20.55	51312.1
18.4833	245423	-	-	27.3333	52962.7	20.6	51286.2
18.5167	245432	-	-	27.3833	52950.8	20.6333	51280.3
18.55	245410	-	-	27.4333	52947.4	20.6667	51273
18.6	245420	-	-	27.4833	52950.7	20.7167	51264.4
18.6333	245358	-	-	27.5333	52950.1	20.75	51261.2
18.6667	244630	-	-	27.6	52945.3	20.8	51260.7
18.7167	244416	-	-	27.65	52938.5	20.85	51251.4
18.75	244426	-	-	27.7	52933.6	20.8833	51253.3
18.7833	244437	-	-	27.7667	52842	20.9167	51266.3
18.8333	244364	-	-	27.8167	52804.2	20.9667	51271.7
18.8667	244340	-	-	27.8667	52793.5	21.0167	51284
18.9	244350	-	-	27.9333	52801.6	21.05	51265.1
18.9333	244326	-	-	27.9833	52793.4	21.1	51263.9
18.9833	244337	-	-	28.0333	52711.2	21.1333	51261.8
19.0167	244281	-	-	28.1167	52715.7	21.1833	51220.4
19.05	244059	-	-	28.1667	52708.2	21.2167	51223.1
19.1	243967	-	-	28.2333	52702.6	21.2667	51222.2
19.1333	243494	-	-	28.2833	52705.6	21.3167	51224.1
19.1667	243469	-	-	28.3333	52699.7	21.35	51227.5
19.2167	243480	-	-	28.4	52682.7	21.4	51228.6
19.25	243156	-	-	28.45	52609.7	21.4333	51235.1
19.2833	243008	-	-	28.5	52576.5	21.4833	51236
19.3333	242917	-	-	28.5667	52568	21.5333	51235
19.3667	242928	-	-	28.6167	52553.8	21.5667	51233.8
19.4	242938	-	-	28.6667	52549.1	21.6167	51231.3
19.45	242948	-	-	28.7333	52543.3	21.65	51061.5
19.4833	242959	-	-	28.7833	52535.8	21.6833	51063.6
19.5167	242893	-	-	28.85	52515.3	21.7333	50986.3
19.55	242690	-	-	28.9	52327.8	21.7833	50985.7
19.6	242192	-	-	28.95	52331.4	21.8167	50986
19.6333	242156	-	-	29.0167	52312.6	21.8667	50985.8
19.6667	242130	-	-	29.0667	52316.6	21.9	50987.9
19.7167	242135	-	-	29.1167	52316.2	21.95	50988.5
19.75	242140	-	-	29.1833	52302.6	21.9833	50984.9
19.7833	242048	-	-	29.2333	52280.7	22.0333	50905.5
19.8333	241986	-	-	29.2833	52282.7	22.0667	50824.6
19.8667	241956	-	-	29.35	52274.3	22.1167	50822.2
19.9	241961	-	-	29.4	52267.3	22.15	50819
19.95	241697	-	-	29.4667	52270	22.2	50816.9
19.9833	241599	-	-	29.5167	52269.6	22.2333	50817.5
20.0167	240812	-	-	29.5667	52260.7	22.2833	50815
20.0667	240648	-	-	29.6333	52255.3	22.3167	50815.5
20.1	240653	-	-	29.6833	52254.5	22.35	50814.6
20.1333	240519	-	-	29.7333	52253	22.4	50816.1
20.1833	240524	-	-	29.8	52245.5	22.45	50817.6
20.2167	240016	-	-	29.85	52244.1	22.4833	50813.8
20.25	239991	-	-	29.9	52250.8	22.5333	50815.1
20.2833	239775	-	-	29.9667	52259.2	22.5667	50817
20.3333	239367	-	-	30.0167	52228.6	22.6167	50819.5
20.3667	239212	-	-	30.0833	52215.4	22.65	50818.3
20.4	239083	-	-	30.1167	52197.8	22.7	50819.2
20.45	238860	-	-	30.1667	52199.6	22.7333	50823.2
20.4833	238777	-	-	30.2333	52179.1	22.7833	50729
20.5167	238782	-	-	30.2833	52174.5	22.8333	50728
20.5667	238558	-	-	30.3333	52159.9	22.8667	50726.4
20.6	238563	-	-	30.3833	52161.3	22.9	50723.4
20.6333	237978	-	-	30.4333	52167.5	22.95	50719.9
20.6833	237983	-	-	30.4833	52160	23	50719.1
20.7167	237764	-	-	30.5667	52150.3	23.0333	50717.9
20.75	237615	-	-	30.6167	52154.6	23.0833	50708.3
20.8	237600	-	-	30.6833	52162.5	23.1167	50701.5
20.8333	237476	-	-	30.7333	52087.1	23.1667	50700.8
20.8667	237480	-	-	30.7833	52076.3	23.2	50620.2
20.9	237340	-	-	30.85	52066.1	23.25	50621
20.95	237312	-	-	30.9	52046.9	23.2833	50617.7
20.9833	237277	-	-	30.95	52049.6	23.3333	50618.4
21.0167	237006	-	-	31.0167	52042	23.3667	50619.6
21.0667	237011	-	-	31.0667	52032.1	23.4167	50615.9
21.1	236789	-	-	31.1167	52034.5	23.4667	50615
21.1333	236570	-	-	31.1833	52039.7	23.5167	50615.1
21.1833	236574	-	-	31.2333	52039.4	23.5667	50598.1
21.2167	236509	-	-	31.3	52043.2	23.6	50587.6
21.25	236277	-	-	31.35	52050	23.65	50586.3
21.3	236149	-	-	31.4	52056.1	23.6833	50509.4
21.3333	236152	-	-	31.4667	52050.3	23.7333	50503.6
21.3667	236157	-	-	31.5167	52039.5	23.7667	50477.3
21.4167	236161	-	-	31.5667	52039.5	23.8167	50477.2
21.45	234575	-	-	31.6167	52034.2	23.85	50479.4
21.4833	234580	-	-	31.6667	52030.4	23.9	50476.4
21.5167	234585	-	-	31.7167	52025.8	23.9333	50398.9
21.5667	234428	-	-	31.7667	52002.7	23.9833	50401.8
21.6	234367	-	-	31.8167	51990.8	24.0333	50402.4
21.6333	234372	-	-	31.8833	51980	24.0667	50397
21.6833	234211	-	-	31.9333	51975.3	24.1	50398.9
21.7167	234171	-	-	31.9833	51987.8	24.15	50397.2
21.75	233994	-	-	32.05	51940.4	24.2	50394.8
21.8	233999	-	-	32.1	51947.6	24.2333	50395.5
21.8333	234004	-	-	32.15	51934.4	24.2833	50398.9
21.8667	233680	-	-	32.2167	51927	24.3333	50399.8
21.9167	233589	-	-	32.2667	51911.2	24.3833	50396.9
21.95	233553	-	-	32.3167	51916.3	24.4167	50399.2
21.9833	233382	-	-	32.3833	51924.4	24.4667	50396.2
22.0333	233229	-	-	32.4333	51928.4	24.5	50399.5
22.0667	233234	-	-	32.5	51939.5	24.55	50401.1
22.1	233208	-	-	32.55	51940.3	24.5833	50395.4
22.15	233079	-	-	32.6	51936.1	24.6333	50395.9
22.1833	233054	-	-	32.6667	51935.1	24.6833	50399.6
22.2167	233027	-	-	32.7167	51929.4	24.7333	50382.1
22.25	232963	-	-	32.7667	51922.8	24.7667	50384
22.3	232416	-	-	32.8333	51915.5	24.8167	50383.3
22.3333	232417	-	-	32.8833	51919.5	24.8667	50382.1
22.3667	232384	-	-	32.9333	51915.8	24.9	50384.1
22.4	231176	-	-	33	51906.5	24.95	50382.2
22.4333	231180	-	-	33.05	51902.8	24.9833	50379.8
22.4667	231080	-	-	33.1167	51898.5	25.0333	50363.2
22.5167	230816	-	-	33.1667	51894.3	25.0667	50366.2
22.55	230786	-	-	33.2167	51898.7	25.1	50370.3
22.5833	230530	-	-	33.2833	51894.4	25.15	50369.6
22.6333	230535	-	-	33.3333	51892.3	25.1833	50363.9
22.6667	230509	-	-	33.3833	51891.5	25.2333	50366
22.7	230443	-	-	33.45	51894.6	25.2667	50289.6
22.75	230377	-	-	33.5	51891.4	25.3167	50286.6
22.7833	230258	-	-	33.55	51888.3	25.35	50281.5
22.8167	230213	-	-	33.6167	51862.9	25.4	50270.5
22.85	230218	-	-	33.6667	51864.1	25.4333	50268.4
22.9	229984	-	-	33.7333	51858.3	25.4833	50258.3
22.9333	229781	-	-	33.7833	51858.9	25.5333	50258.6
22.9667	229786	-	-	33.8333	51839	25.5667	50256.1
23.0167	229598	-	-	33.9	51824.6	25.6167	50255.2
23.05	229603	-	-	33.95	51824	25.65	50252.7
23.0833	229607	-	-	34	51821.9	25.6833	50169.8
23.1333	229184	-	-	34.0667	51822.4	25.7333	50174
23.1667	229189	-	-	34.1167	51819.8	25.7833	50168.5
23.2	229013	-	-	34.1667	51806.5	25.8167	50166.4
23.25	228696	-	-	34.25	51807.7	25.8667	50166.4
23.2833	228638	-	-	34.3	51790.9	25.9	50168.1
23.3167	228643	-	-	34.3667	51773.9	25.95	50167.5
23.3667	228611	-	-	34.4167	51763.5	25.9833	50163.1
23.4	228533	-	-	34.4667	51760.3	26.0167	50164.9
23.4333	228509	-	-	34.5333	51756	26.0667	50162.4
23.4833	228513	-	-	34.5833	51747.3	26.1167	50163.1
23.5167	228518	-	-	34.6333	51668.3	26.15	50156.9
23.55	228457	-	-	34.7	51586.3	26.2	50152.1
23.5833	228332	-	-	34.75	51584.4	26.2333	50153.5
23.6333	227917	-	-	34.8	51577.6	26.2833	50149
23.6667	227465	-	-	34.8667	51578.7	26.3167	50148.3
23.7	227469	-	-	34.9167	51581	26.35	50145.5
23.75	227474	-	-	34.9833	51577.6	26.4	50145.2
23.7833	227261	-	-	35.0333	51569.8	26.45	50146.6
23.8167	227230	-	-	35.0833	51572	26.4833	50150.9
23.8667	227184	-	-	35.15	51574.1	26.5333	50150.1
23.9	227152	-	-	35.2	51572.6	26.5667	50146.3
23.9333	227029	-	-	35.25	51573	26.6	50143.4
23.9833	227034	-	-	35.3167	51538.1	26.65	50134
24.0167	227039	-	-	35.3667	51522.6	26.7	50130.5
24.05	226683	-	-	35.4167	51523.9	26.7333	50128.3
24.1	226688	-	-	35.4833	51523.7	26.7833	50124.9
24.1333	226659	-	-	35.5333	51516.3	26.8167	50124.6
24.1667	226664	-	-	35.6	51518.3	26.8667	50122.3
24.2	226586	-	-	35.65	51511	26.9	50112.8
24.25	226591	-	-	35.6833	51507.4	26.95	50092.4
24.2833	226595	-	-	35.75	51511.2	26.9833	50085.7
24.3167	226600	-	-	35.8	51510.8	27.0333	50082.5
24.3667	226604	-	-	35.8333	51488.4	27.0667	50076.1
24.4	226397	-	-	35.9	51486.8	27.1167	50076
24.4333	226249	-	-	35.95	51485	27.15	50066
24.4833	226251	-	-	36	51486.9	27.2	50064.3
24.5167	226012	-	-	36.0667	51485.9	27.2333	50060.5
24.55	225546	-	-	36.1167	51480.5	27.2833	50059.1
24.6	225307	-	-	36.1833	51479	27.3333	50058.6
24.6333	225135	-	-	36.2333	51472	27.3667	50048.4
24.6667	225138	-	-	36.2833	51470.2	27.4	50047.1
24.7167	225101	-	-	36.35	51473.5	27.45	49967.5
24.75	225066	-	-	36.4	51460.1	27.5	49954.8
24.7833	224998	-	-	36.45	51460.5	27.5333	49955.1
24.8167	224781	-	-	36.5167	51461.3	27.5833	49954.4
24.8667	224543	-	-	36.5667	51460.1	27.6167	49957.2
24.9	224442	-	-	36.6167	51461.8	27.6667	49957.3
24.9333	224321	-	-	36.6833	51463.6	27.7167	49950.4
24.9833	224161	-	-	36.7333	51460.1	27.7667	49931.6
25.0167	224102	-	-	36.8	51460.9	27.8	49907.5
25.05	224018	-	-	36.85	51463.6	27.85	49906.9
25.1	223804	-	-	36.9167	51452.4	27.9	49903.6
25.1333	223732	-	-	36.9833	51441	27.9333	49901.7
25.1667	223734	-	-	37.0333	51443	27.9833	49902.7
25.2167	223672	-	-	37.0833	51440.8	28.0167	49903.8
25.25	223673	-	-	37.15	51440.9	28.0667	49897.9
25.2833	223402	-	-	37.2	51360.7	28.1	49898.3
25.3333	223404	-	-	37.2667	51356.6	28.15	49884.5
25.3667	223191	-	-	37.3167	51340.5	28.2	49884.6
25.4	222780	-	-	37.3667	51343	28.2333	49881.7
25.45	222711	-	-	37.4333	51343.8	28.2667	49884.7
25.4833	222617	-	-	37.4833	51344.2	28.3167	49883.2
25.5167	222550	-	-	37.5333	51345.1	28.35	49882.3
25.55	222023	-	-	37.6	51330.2	28.4	49883
25.6	221926	-	-	37.65	51323.8	28.4333	49880.4
25.6333	221378	-	-	37.7	51321.3	28.4833	49883
25.6667	221283	-	-	37.7667	51314.8	28.5167	49885.9
25.7167	221078	-	-	37.8167	51314.3	28.5667	49886.6
25.75	221080	-	-	37.8833	51314.6	28.6	49888.8
25.7833	220981	-	-	37.9333	51315.8	28.65	49887.8
25.8333	220798	-	-	37.9833	51312.9	28.7	49887.9
25.8667	220662	-	-	38.05	51312.7	28.7333	49885.9
25.9	220629	-	-	38.1	51313.9	28.7833	49886.1
25.95	220553	-	-	38.15	51303.1	28.8167	49885.4
25.9833	220556	-	-	38.2167	51302.3	28.8667	49885.4
26.0167	220489	-	-	38.2667	51297.5	28.9167	49884.9
26.0667	220448	-	-	38.3167	51298.3	28.95	49885.9
26.1	220450	-	-	38.3833	51300.1	29	49884.3
26.1333	220415	-	-	38.4333	51300.4	29.0333	49885.3
26.1667	220286	-	-	38.5	51300.9	29.0833	49885.7
26.2167	220288	-	-	38.55	51299	29.1167	49885.2
26.25	220288	-	-	38.6	51298.7	29.1667	49885.2
26.2833	220099	-	-	38.6667	51299.5	29.2	49885.4
26.3333	220101	-	-	38.7167	51300.3	29.25	49885
26.3667	220040	-	-	38.7667	51300.7	29.3	49884.9
26.4	220042	-	-	38.8333	51299.8		
26.4667	220044	-	-	38.8833	51298.8		
26.5	219691	-	-	-			
26.5333	219611	-	-	-			
26.5833	219507	-	-	-			
26.6167	219509	-	-	-			
26.65	219480	-	-	-			
26.7	219450	-	-	-			
26.7333	219340	-	-	-			
26.7667	218758	-	-	-			
26.8	218760	-	-	-			
26.85	218729	-	-	-			
26.8833	218731	-	-	-			
26.9167	218699	-	-	-			
26.9667	218480	-	-	-			
27	218482	-	-	-			
27.0333	218388	-	-	-			
27.0667	218390	-	-	-			
27.1167	218392	-	-	-			
27.15	218394	-	-	-			
27.1833	218225	-	-	-			
27.2167	218227	-	-	-			
27.2667	218229	-	-	-			
27.3	218116	-	-	-			
27.3333	217978	-	-	-			
27.3667	217762	-	-	-			
27.4167	217728	-	-	-			
27.45	217730	-	-	-			
27.4833	217650	-	-	-			
27.5333	217652	-	-	-			
27.5667	217654	-	-	-			
27.6	217569	-	-	-			
27.6333	217532	-	-	-			
27.6833	217371	-	-	-			
27.7167	217373	-	-	-			
27.75	217302	-	-	-			
27.7833	217305	-	-	-			
27.8333	217272	-	-	-			
27.8667	217063	-	-	-			
27.9	217063	-	-	-			
27.9333	217020	-	-	-			
27.9833	217022	-	-	-			
28.0167	216885	-	-	-			
28.05	216641	-	-	-			
28.0833	216638	-	-	-			
28.1333	216531	-	-	-			
28.1667	216306	-	-	-			
28.2	216308	-	-	-			
28.2333	216310	-	-	-			
28.2833	216312	-	-	-			
28.3167	216247	-	-	-			
28.35	216249	-	-	-			
28.3833	216218	-	-	-			
28.4167	216176	-	-	-			
28.4667	216178	-	-	-			
28.5	216180	-	-	-			
28.5333	215872	-	-	-			
28.5667	215874	-	-	-			
28.6167	215596	-	-	-			
28.65	215598	-	-	-			
28.6833	215556	-	-	-			
28.7167	215558	-	-	-			
28.7667	215493	-	-	-			
28.8	215176	-	-	-			
28.8333	215178	-	-	-			
28.8667	215180	-	-	-			
28.9167	215182	-	-	-			
28.95	215184	-	-	-			
28.9833	214783	-	-	-			
29.0167	214784	-	-	-			
29.0667	214785	-	-	-			
29.1	214513	-	-	-			
29.1333	214514	-	-	-			
29.1667	214447	-	-	-			
29.2167	214448	-	-	-			
29.25	214304	-	-	-			
29.2833	214227	-	-	-			
29.3167	214228	-	-	-			
29.3667	214160	-	-	-			
29.4	214161	-	-	-			
29.4333	214162	-	-	-			
29.4667	214027	-	-	-			
29.5167	214028	-	-	-			
29.55	213817	-	-	-			
29.5833	213818	-	-	-			
29.6167	213776	-	-	-			
29.6667	213213	-	-	-			
29.7	213080	-	-	-			
29.7333	213081	-	-	-			
29.7667	213049	-	-	-			
29.8167	213003	-	-	-			
29.85	212906	-	-	-			
29.8833	212546	-	-	-			
29.9167	212547	-	-	-			
29.9667	212421	-	-	-			
30	212422	-	-	-			
30.0333	212422	-	-	-			
30.0667	212423	-	-	-			
30.1333	212384	-	-	-			
30.1667	211901	-	-	-			
30.2	211808	-	-	-			
30.25	211503	-	-	-			
30.2833	211460	-	-	-			
30.3167	211461	-	-	-			
30.3667	211430	-	-	-			
30.4	211352	-	-	-			
30.4333	211353	-	-	-			
30.4667	211354	-	-	-			
30.5	211355	-	-	-			
30.55	211024	-	-	-			
30.5833	211025	-	-	-			
30.6167	210873	-	-	-			
30.65	210874	-	-	-			
30.7	210717	-	-	-			
30.7333	210550	-	-	-			
30.7667	210551	-	-	-			
30.8	210552	-	-	-			
30.85	210553	-	-	-			
30.8833	210554	-	-	-			
30.9167	210490	-	-	-			
30.95	210226	-	-	-			
30.9833	210227	-	-	-			
31.0333	210227	-	-	-			
31.0667	210228	-	-	-			
31.1	209818	-	-	-			
31.1333	209818	-	-	-			
31.1833	209819	-	-	-			
31.2167	209117	-	-	-			
31.25	209084	-	-	-			
31.2833	209083	-	-	-			
31.3333	209083	-	-	-			
31.3667	209027	-	-	-			
31.4	208982	-	-	-			
31.4333	208839	-	-	-			
31.4833	208840	-	-	-			
31.5167	208649	-	-	-			
31.55	208578	-	-	-			
31.5833	208578	-	-	-			
31.6333	208337	-	-	-			
31.6833	208303	-	-	-			
31.7	208089	-	-	-			
31.7333	208090	-	-	-			
31.7667	208090	-	-	-			
31.8167	207992	-	-	-			
31.85	207992	-	-	-			
31.8833	207764	-	-	-			
31.9167	207765	-	-	-			
31.9667	207692	-	-	-			
32	207693	-	-	-			
32.0333	207693	-	-	-			
32.0833	207657	-	-	-			
32.1167	207437	-	-	-			
32.15	207401	-	-	-			
32.1833	207401	-	-	-			
32.2167	207180	-	-	-			
32.2667	207180	-	-	-			
32.3	207042	-	-	-			
32.3333	207002	-	-	-			
32.3667	206657	-	-	-			
32.4167	206578	-	-	-			
32.45	206479	-	-	-			
32.4833	206316	-	-	-			
32.5167	206220	-	-	-			
32.55	206220	-	-	-			
32.6	206187	-	-	-			
32.6333	205978	-	-	-			
32.6667	205977	-	-	-			
32.7	205977	-	-	-			
32.75	205905	-	-	-			
32.7833	205869	-	-	-			
32.8167	205533	-	-	-			
32.85	205445	-	-	-			
32.9	205446	-	-	-			
32.9333	205414	-	-	-			
32.9667	205414	-	-	-			
33	205414	-	-	-			
33.05	205415	-	-	-			
33.0833	205415	-	-	-			
33.1167	205416	-	-	-			
33.15	205260	-	-	-			
33.2	205071	-	-	-			
33.2333	204980	-	-	-			
33.2667	204980	-	-	-			
33.3	204980	-	-	-			
33.35	204918	-	-	-			
33.3833	204845	-	-	-			
33.4167	204846	-	-	-			
33.45	204778	-	-	-			
33.4833	204736	-	-	-			
33.5333	204736	-	-	-			
33.5667	204737	-	-	-			
33.6	204737	-	-	-			
33.6333	204527	-	-	-			
33.6833	204175	-	-	-			
33.7167	204048	-	-	-			
33.75	203967	-	-	-			
33.7833	203851	-	-	-			
33.8333	203851	-	-	-			
33.8667	203851	-	-	-			
33.9	203851	-	-	-			
33.95	203852	-	-	-			
33.9833	203852	-	-	-			
34.0167	203817	-	-	-			
34.05	203817	-	-	-			
34.0833	203738	-	-	-			
34.1333	203738	-	-	-			
34.1667	203644	-	-	-			
34.2	203565	-	-	-			
34.25	203565	-	-	-			
34.2833	203479	-	-	-			
34.3167	203368	-	-	-			
34.35	203368	-	-	-			
34.4	203368	-	-	-			
34.4333	203281	-	-	-			
34.4667	203281	-	-	-			
34.5	203114	-	-	-			
34.55	203114	-	-	-			
34.5833	203114	-	-	-			
34.6167	203049	-	-	-			
34.65	202916	-	-	-			
34.7	202785	-	-	-			
34.7333	202785	-	-	-			
34.7667	202785	-	-	-			
34.8	202751	-	-	-			
34.85	202751	-	-	-			
34.8833	202751	-	-	-			
34.9167	202716	-	-	-			
34.95	202716	-	-	-			
35	202609	-	-	-			
35.0333	202610	-	-	-			
35.0667	202610	-	-	-			
35.1	202610	-	-	-			
35.15	202610	-	-	-			
35.1833	202518	-	-	-			
35.2167	202518	-	-	-			
35.25	202518	-	-	-			
35.2833	202184	-	-	-			
35.3333	202153	-	-	-			
35.3667	202153	-	-	-			
35.4	201625	-	-	-			
35.4333	201501	-	-	-			
35.4833	201469	-	-	-			
35.5167	201287	-	-	-			
35.55	201224	-	-	-			
35.5833	200994	-	-	-			
35.6333	200992	-	-	-			
35.6667	200992	-	-	-			
35.7	200772	-	-	-			
35.75	200772	-	-	-			
35.7833	200484	-	-	-			
35.8167	200484	-	-	-			
35.85	200484	-	-	-			
35.8833	200484	-	-	-			
35.9333	200452	-	-	-			
35.9667	200398	-	-	-			
36	200320	-	-	-			
36.0333	200280	-	-	-			
36.0667	200248	-	-	-			
36.1167	200248	-	-	-			
36.15	200172	-	-	-			
36.1833	200139	-	-	-			
36.2333	200104	-	-	-			
36.2667	199922	-	-	-			
36.2833	199798	-	-	-			
36.3167	199798	-	-	-			
36.35	199677	-	-	-			
36.4	199677	-	-	-			
36.4333	199643	-	-	-			
36.4667	199643	-	-	-			
36.5	199643	-	-	-			
36.5333	199574	-	-	-			
36.5833	199543	-	-	-			
36.6167	199543	-	-	-			
36.65	199507	-	-	-			
36.7	199507	-	-	-			
36.7333	199092	-	-	-			
36.7667	199093	-	-	-			
36.8	199057	-	-	-			
36.85	198916	-	-	-			
36.8833	198916	-	-	-			
36.9167	198916	-	-	-			
36.95	198847	-	-	-			
37	198847	-	-	-			
37.0333	198461	-	-	-			
37.0667	198460	-	-	-			
37.1	198427	-	-	-			
37.15	198427	-	-	-			
37.1833	198354	-	-	-			
37.2167	198354	-	-	-			
37.25	198321	-	-	-			
37.2833	198198	-	-	-			
37.3333	198064	-	-	-			
37.3667	198064	-	-	-			
37.4	198064	-	-	-			
37.4333	198064	-	-	-			
37.4833	197896	-	-	-			
37.5167	197896	-	-	-			
37.55	197896	-	-	-			
37.5833	197776	-	-	-			
37.6333	197776	-	-	-			
37.6667	197697	-	-	-			
37.7	197697	-	-	-			
37.7333	197697	-	-	-			
37.7667	197698	-	-	-			
37.8167	197621	-	-	-			
37.85	197585	-	-	-			
37.8833	197585	-	-	-			
37.9333	197400	-	-	-			
37.9667	197335	-	-	-			
38	197235	-	-	-			
38.0333	197191	-	-	-			
38.0833	197192	-	-	-			
38.1167	197127	-	-	-			
38.15	197127	-	-	-			
38.1833	197127	-	-	-			
38.2333	197127	-	-	-			
38.2667	197127	-	-	-			
38.3	197127	-	-	-			
38.3333	197095	-	-	-			
38.3833	197055	-	-	-			
38.4167	197055	-	-	-			
38.45	197055	-	-	-			
38.4833	197021	-	-	-			
38.5333	196906	-	-	-			
38.5667	196906	-	-	-			
38.6	196827	-	-	-			
38.6333	196793	-	-	-			
38.6667	196793	-	-	-			
38.7167	196793	-	-	-			
38.75	196688	-	-	-			
38.7833	196688	-	-	-			
38.8167	196628	-	-	-			
38.8667	196628	-	-	-			
38.9	196595	-	-	-			
38.9333	196595	-	-	-			
38.9667	196527	-	-	-			
39	196309	-	-	-			
39.05	196309	-	-	-			
39.0833	196309	-	-	-			
39.1167	196309	-	-	-			
39.15	195791	-	-	-			
39.2	195752	-	-	-			
39.2333	195689	-	-	-			
39.2667	195689	-	-	-			
39.3	195689	-	-	-			
39.35	195689	-	-	-			
39.3833	195657	-	-	-			
39.4167	195657	-	-	-			
39.45	195657	-	-	-			
39.5	195617	-	-	-			
39.5333	195584	-	-	-			
39.5667	195359	-	-	-			
39.6	195326	-	-	-			
39.65	195326	-	-	-			
39.6833	195326	-	-	-			
39.7167	195280	-	-	-			
39.75	195280	-	-	-			
39.8	195248	-	-	-			
39.8333	195248	-	-	-			
39.8667	195248	-	-	-			
39.9	195248	-	-	-			
39.95	195248	-	-	-			
39.9833	195208	-	-	-			
40.0167	195208	-	-	-			
40.05	195138	-	-	-			
40.1	194941	-	-	-			
40.1333	194941	-	-	-			
40.1667	194783	-	-	-			
40.2	194745	-	-	-			
40.25	194745	-	-	-			
40.2833	194710	-	-	-			
40.3333	194664	-	-	-			
40.3833	194601	-	-	-			
40.4167	194601	-	-	-			
40.4333	194502	-	-	-			
40.4667	194502	-	-	-			
40.5	194470	-	-	-			
40.55	194470	-	-	-			
40.5833	194436	-	-	-			
40.6167	194253	-	-	-			
40.65	194219	-	-	-			
40.6833	194219	-	-	-			
40.7333	194154	-	-	-			
40.7667	194154	-	-	-			
40.8	193766	-	-	-			
40.85	193766	-	-	-			
40.8833	192224	-	-	-			
40.9167	192051	-	-	-			
40.95	192017	-	-	-			
41	192017	-	-	-			
41.0333	191980	-	-	-			
41.0667	191868	-	-	-			
41.1	191836	-	-	-			
41.15	191792	-	-	-			
41.1833	191760	-	-	-			
41.2167	191760	-	-	-			
41.25	191760	-	-	-			
41.3	191760	-	-	-			
41.3333	191760	-	-	-			
41.3667	191722	-	-	-			
41.4	191654	-	-	-			
41.4333	191574	-	-	-			
41.4833	191537	-	-	-			
41.5167	191537	-	-	-			
41.55	191537	-	-	-			
41.6	191537	-	-	-			
41.6333	191537	-	-	-			
41.6667	191357	-	-	-			
41.7	191257	-	-	-			
41.7333	191257	-	-	-			
41.7833	191187	-	-	-			
41.8167	191083	-	-	-			
41.85	191017	-	-	-			
41.8833	191017	-	-	-			
41.9167	191017	-	-	-			
41.9667	191017	-	-	-			
42	191016	-	-	-			
42.0333	191016	-	-	-			
42.0833	190985	-	-	-			
42.1167	190985	-	-	-			
42.15	190892	-	-	-			
42.1833	190892	-	-	-			
42.2333	190854	-	-	-			
42.2667	190854	-	-	-			
42.3	190855	-	-	-			
42.3333	190855	-	-	-			
42.3667	190855	-	-	-			
42.4167	190855	-	-	-			
42.45	190855	-	-	-			
